result_2011_0001|result_2011_0002|result_2011_0003|result_2011_0004|result_2011_0005|result_2011_0016|result_2011_0020|result_2011_0010|result_2011_0008|result_2011_0015|result_2011_0009|result_2011_0018|result_2011_0019|result_2011_0013|result_2011_0012|result_2011_0011|result_2011_0017|result_2011_0007|result_2011_0006|result_2011_0014|result_2011_0021|result_2011_0022|result_2011_0023|result_2011_0024|result_2011_0025|result_2011_0030|result_2011_0040|result_2011_0039|result_2011_0029|result_2011_0026|result_2011_0032|result_2011_0027|result_2011_0028|result_2011_0035|result_2011_0031|result_2011_0037|result_2011_0034|result_2011_0036|result_2011_0033|result_2011_0038|result_2011_0041|result_2011_0042|result_2011_0043|result_2011_0044|result_2011_0045|result_2011_0047|result_2011_0055|result_2011_0053|result_2011_0056|result_2011_0059|result_2011_0054|result_2011_0049|result_2011_0051|result_2011_0048|result_2011_0046|result_2011_0050|result_2011_0058|result_2011_0052|result_2011_0060|result_2011_0057|result_2011_0061|result_2011_0062|result_2011_0063|result_2011_0064|result_2011_0065|result_2011_0072|result_2011_0077|result_2011_0070|result_2011_0078|result_2011_0076|result_2011_0074|result_2011_0079|result_2011_0069|result_2011_0066|result_2011_0075|result_2011_0071|result_2011_0067|result_2011_0068|result_2011_0073|result_2011_0080|result_2011_0081|result_2011_0082|result_2011_0083|result_2011_0084|result_2011_0085|result_2011_0088|result_2011_0092|result_2011_0094|result_2011_0086|result_2011_0090|result_2011_0095|result_2011_0087|result_2011_0100|result_2011_0096|result_2011_0098|result_2011_0091|result_2011_0089|result_2011_0093|result_2011_0099|result_2011_0097|
0.000|0.143|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.143|0.000|0.143|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.143|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.167|0.000|0.000|0.000|0.000|0.167|0.000|0.000|0.000|0.167|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.125|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000
